id,external_id,title,merchant,description,category
6746,149782,5% back at Boru Ramen Bar,Boru Ramen Bar,"With deep appreciation of the history and flavors of ramen, from its humble beginnings as a mainstay of the working class to its evolution as a chef-driven culinary experience, Boru Ramen Bar offers a memorable bowl of noodles in an attractive contemporary setting. Begin your meal with delicious appetizers like crispy crab rolls, 2x fried wings with spicy and sticky gochujang sauce, and gyoza stuffed with house-ground pork, napa cabbage, and chives. Popular entrees include Korean ramen with pork belly, greens, bean sprouts, kimchi, gochujang, and six-minute egg; bibimbap with bulgogi ribeye, fresh and pickled vegetables, and farm-fresh egg yolk in a hot stone bowl; and tsukemen ramen made with thick noodles, braised pork shoulder, six-minute egg, pork gravy, and lime. Compliment your meal with a sake flight, craft beer, or expert-made specialty cocktail, and be sure to save room for tempting desserts like tiramisu, Japanese custard pudding, and chocolate caramel tart with hibiki creme Anglaise. Stop by Boru Ramen Bar today for friendly service, unique drinks, and extraordinarily yummy eats.",FOOD
6747,151430,5% back at Grimaldi's Pizzeria - Meridian,Grimaldi's Pizzeria - Meridian,"Armed with over 100 years of pizza-making traditions and a coal-fired brick oven, the very first Grimaldi's Coal Brick-Oven Pizzeria started wowing diners back in 1990. Today, there are more locations across the country for you to enjoy an amazing meal. Each pizza starts with fresh, hand-tossed dough that's made in-house every day. Only the very best sauces, toppings, and hand-made mozzarella are used to top each quality pizza, which is then baked in an authentic coal-fired pizza oven to give it the very best flavor, a crisp crust, and perfectly cooked goodness. You can build a pizza just how you like it at Grimaldi's, or try one of their signature pizzas like The Don (sausage, meatballs, pepperoni), or the Brooklyn Bridge (oven-roasted red peppers, ricotta, Italian sausage). There's more goodness on the menu, like calzones, crisp and fresh salads, and don't forget about their house-made cheesecakes. With friendly service, a great vibe, and plenty of delicious eats, when you're craving a taste of New York City, check out Grimaldi's Coal Brick-Oven Pizzeria! Please note: Catering services are available. Call ahead to inquire.",FOOD
6748,151645,5% back at Bagel Box,Bagel Box,"For freshly-baked bagels paired with creamy spreads and savory sides get your keys and head down to the Bagel Box in Little Ferry. All their delicious bagels and pastries are baked in-house and have an amazingly soft, fluffy texture. Choose from options like a New York-style bagel topped with lox, onions, tomatoes, and cream cheese to an indulgent, velvety-smooth chocolate croissant. For a healthy bite on the run, order one of their crisp, garden-fresh salads loaded up with healthy proteins and tasty ingredients -- and maybe a side of cold pasta salad, fresh fruit salad, and a generous slice of cake as well. There's a convenient grab-and-go section where you can pick and choose from all of their fresh, daily-made salads, sides, and desserts. The sizeable menu also includes wraps, quesadillas, sandwiches, and paninis -- popular menu items include a grilled Taylor ham sandwich on your choice of bread and a zesty Western omelette. Drop by today for an early-morning nibble on a steak, egg, and cheese sandwich with an iced coffee or a late-afternoon snack comprised of a Cuban panini and Detox Juice. Their friendly staff and clean, sparkling interior welcomes you!",FOOD
6749,151358,5% back at Nudo House - Delmar,Nudo House - Delmar,"Nudo House Delmar invites you to join them for lunch and dinner six days a week at their comfortable, stylish location in St. Louis. This bustling eatery is serving up delicious Japanese-inspired cuisine on its interesting and thoughtful menu. Here you can enjoy a spicy bowl of ramen, a warm cup of pho shrimp, or a crunchy bite of lotus root salad. You'll find an assortment of tasty appetizers like kimchi, spring rolls, and crab Rangoon, along with a variety of fresh sandwiches and savory soups that will highlight your entree (which is ramen, of course!). Their unique and flavorful ramen dishes are loaded with aromatic spices, juicy meats, fragrant broths, and exceptional noodles. Try the popular O'Miso Spicy or settle on an old favorite like the Classic Nudo. No matter what you choose it's going to be fresh and delicious. Not in the mood to dine in? That's okay! Order online for quick and convenient pickup and delivery. ",FOOD
6750,151431,5% back at Grimaldi's Pizzeria - Prarie Fire,Grimaldi's Pizzeria - Prairie Fire,"Armed with over 100 years of pizza-making traditions and a coal-fired brick oven, the very first Grimaldi's Coal Brick-Oven Pizzeria started wowing diners back in 1990. Today, there are more locations across the country for you to enjoy an amazing meal. Each pizza starts with fresh, hand-tossed dough that's made in-house every day. Only the very best sauces, toppings, and hand-made mozzarella are used to top each quality pizza, which is then baked in an authentic coal-fired pizza oven to give it the very best flavor, a crisp crust, and perfectly cooked goodness. You can build a pizza just how you like it at Grimaldi's, or try one of their signature pizzas like The Don (sausage, meatballs, pepperoni), or the Brooklyn Bridge (oven-roasted red peppers, ricotta, Italian sausage). There's more goodness on the menu, like calzones, crisp and fresh salads, and don't forget about their house-made cheesecakes. With friendly service, a great vibe, and plenty of delicious eats, when you're craving a taste of New York City, check out Grimaldi's Coal Brick-Oven Pizzeria! Please note: Catering services are available. Call ahead to inquire.",FOOD
6751,151326,5% back at Crawfish Cafe,Crawfish Cafe,"Located within the Hong Kong City Mall, Crawfish Cafe offers a unique blend of Asian and Cajun seafood cuisines that are full of flavor and fresh from the ocean. Since opening in 2013 they have quickly become one of Houston's favorite dining spots, earning recognition in publications like the Houston Chronicle, Houston Press, and Houstonia. Just as their name implies, crawfish is the signature item here, though you'll find plenty of seafood options on the menu to please any palate. The boiled n' bagged entrees are done your way as you choose the seafood (crawfish, shrimp, blue crab, Little Neck clams, and more), the flavor, and the level of spice, then dive in when it arrives just the way you like it. Also on the menu are fried seafood baskets, wok specialties, chicken wings in your choice of sauce, and starters and sides like crawfish eggrolls, oyster tacos, hush puppies, and sausages. A small collection of wine and beer is available to complete your meal, or you can BYO liquor for something a bit stronger. Offering dine-in, takeout, and delivery, Crawfish Cafe is sure to become your new favorite seafood experience in Houston.",FOOD
6752,149564,5% back at Poki Go,Poki Go,"Enjoy fresh, fast, and fantastically delicious flavors at Poki Go. A little bit like deconstructed sushi, poke is a Hawaiian delight that is sweeping the mainland. A friendly spot with a comfortable dining room, Poki Go is great for any occasion from a quick midweek lunch to a big family feast. Stop in and mix your own Poki Bowl by picking your size, base, proteins, sauces, and toppings. Protein choices include: tuna, salmon, octopus, and scallops. Poke ingredients are also available to build mouthwatering ramen soups, and Poki Wraps are excellent for eating on the go; check out the volcano poke wrap featuring spicy salmon, spicy tuna, green onion, cucumber, crab meat, edamame, corn, furikake, masago, and spring mix. Pair your eats with fresh and fruity boba and smoothies. For vibrant and wholesome eats, nothing beats a bowl from Poki Go.",FOOD
6753,149562,5% back at Bollywood Grill,Bollywood Grill,"Celebrating the movies, music, and flavors of India, Bollywood Grill is a true star. A cozy restaurant with warm lighting, this is a wonderful locale for any occasion from a romantic date to a family feast. Get started with delicious appetizers like vegetable samosas, alu tikki (pan-fried mashed potatoes and pea patties), and chicken 65, a Hyderabadi delight. Popular entrees include: tandorri shrimp, spicy lamb vindaloo, and chicken tikka. Vegetarians and vegans will love veggie dishes like bhindhi masala (okra cooked with onions, ginger, tomatoes, and Indian spices), alu gobhi (cauliflower and potatoes cooked with tomatoes, herbs, and spices), and tikka masala with panir cheese. Pair your main with tasty breads like stuffed naan, parantha, roti, and chapati, and quench your thirst with a cold beer, glass of wine, or expert-made cocktail from the bar. Be sure to save room for a sweet ending with desserts like badami kheer (homemade rice pudding), kulfi (Indian ice cream), and gulab jamun (cream balls dipped in syrup and rose water). Planning an event? Bollywood Grill also offers catering to make your next party a hit. Stop by Bollywood Grill today for friendly service and showstopping Indian fare.",FOOD
6754,149776,5% back at Godavari,Godavari,"Godavari is the perfect place to enjoy delicious South Indian cuisine. The extensive menu embraces aromatic spices and complex flavors, combining traditional meals with new and exciting takes. There is something for everyone with 100 varieties of dosas, delicious chicken tikka, as well as Indo-Chinese and vegetarian options. Try the Hyderabadi biryani, a Godavari favorite. With your choice of either chicken or mutton mixed in with basmati rice, the Hyderabadi biryani is chocked full of fresh and healthy herbs and spices. Stop in for lunch and enjoy the massive lunch buffet offered every day. Don't have time to sit down? Order a lunch box online with the chef's choice of an appetizer, entree, and dessert. Dining with a large group? This location also offers a banquet hall equipped to serve up to 150 people. Food truck catering is also available and is sure to take your event to the next level. Expand your palate and enjoy Godavari's ""Truly South Indian"" cuisine today!",FOOD
6755,149601,5% back at Smokin Bar-B-Que,Smokin Bar-B-Que,"Smokin' Bar-B-Que is an award-winning cute and casual eatery where it's all about the big, bold, and smoky flavors of hand-crafted, cooked-low-and-slow, BBQ. This is a welcoming and family-friendly spot with a big menu of big Texas-style hickory-smoked flavors. And, it's all made on-site here, including the sides and sauces, so take your appetite, roll up your sleeves, and dig-in! Pulled pork, beef brisket, turkey breast, smoked ham, rib tips, and more are all top picks here, or go for something different but equally tasty like the loaded mac and cheese, smoked wings, Texas chili, or their colossal burgers. Each half-pound burger is smoked to perfection, infusing it with flavor. Top It how you like it, and pair it with your favorite sides. There are sandwiches too, if you prefer a hand-held, and when you need catering, this is the place to call! With plenty of options for groups and crowds of all sizes, the catering team at Smokin' Bar-B-Que is always on-point! Craving authentic Texas BBQ? Check out this popular spot today!",FOOD
